Transaction_ID,Date,Product_EAN,Product_Name,Category,Quantity,Unit_Price,Total_Revenue
TXN-20230230,2023-10-17,37006309476,La Boulangère Pain de Mie Complet,Bakery,1,1.9,1.9
TXN-20230230,2023-10-17,36112366539,Le Petit Marseillais Gel Douche Lot x2,Hygiene,1,2.65,2.65
TXN-20230230,2023-10-17,39798979014,Amora Haricots Verts 1kg,Grocery (Dry),6,3.81,22.86
TXN-20230230,2023-10-17,32857887394,Priméale Tomates Sachet,Fresh Produce,1,4.13,4.13
TXN-20230230,2023-10-17,38181252841,Volvic Jus d'Orange Pack 6x33cl,Beverages,1,6.86,6.86
TXN-20230230,2023-10-17,32881698243,Cristaline Eau Minérale 1L,Beverages,1,7.92,7.92
TXN-20230231,2023-10-14,36760326753,Origine Espagne Pommes Vrac,Fresh Produce,1,1.89,1.89
TXN-20230231,2023-10-14,32908562232,Carrefour Bio Fromage Blanc x4,Dairy,1,3.25,3.25
TXN-20230231,2023-10-14,39217239484,Carrefour Bio Courgettes Sachet,Fresh Produce,1,3.62,3.62
TXN-20230231,2023-10-14,39230769964,Colgate Dentifrice 250ml,Hygiene,1,9.9,9.9
TXN-20230231,2023-10-14,35924105208,Carrefour Bio Fromage Blanc 250g,Dairy,1,4.45,4.45
TXN-20230231,2023-10-14,33023763729,Tropicana Eau Minérale Pack 6x33cl,Beverages,1,5.65,5.65
TXN-20230231,2023-10-14,39152663033,L'Oréal Gel Douche Lot x2,Hygiene,1,7.59,7.59
TXN-20230231,2023-10-14,33495896380,Origine Espagne Bananes 500g,Fresh Produce,2,3.57,7.14
TXN-20230231,2023-10-14,35782835311,L'Oréal Dentifrice 250ml,Hygiene,2,2.93,5.86
TXN-20230232,2023-10-06,32719576594,L'Oréal Dentifrice 400ml,Hygiene,1,6.6,6.6
TXN-20230232,2023-10-06,36122423284,Cristaline Soda 1.5L,Beverages,1,3.36,3.36
TXN-20230232,2023-10-06,37080868686,Barilla Pâtes 1kg,Grocery (Dry),2,1.36,2.72
TXN-20230232,2023-10-06,35987612832,Elle & Vire Crème Fraîche 250g,Dairy,1,4.05,4.05
TXN-20230232,2023-10-06,32097341849,Pasquier Baguette x10,Bakery,1,2.36,2.36
TXN-20230233,2023-10-11,37909078695,Elle & Vire Lait Demi-Ecrémé 1L,Dairy,1,1.8,1.8
TXN-20230233,2023-10-11,36004118941,Carrefour Bio Tomates Vrac,Fresh Produce,1,4.26,4.26
TXN-20230233,2023-10-11,39017325417,Danone Yaourt Nature 500g,Dairy,1,3.86,3.86
TXN-20230233,2023-10-11,37860955759,Panzani Pâtes Bocal,Grocery (Dry),2,4.82,9.64
TXN-20230233,2023-10-11,38913192047,Lustucru Riz Basmati 1kg,Grocery (Dry),1,3.24,3.24
TXN-20230233,2023-10-11,33762378716,Harrys Croissants 500g,Bakery,1,3.34,3.34
TXN-20230233,2023-10-11,39017325417,Danone Yaourt Nature 500g,Dairy,1,3.86,3.86
TXN-20230233,2023-10-11,31558528202,Origine Espagne Carottes Vrac,Fresh Produce,1,2.19,2.19
TXN-20230233,2023-10-11,39027169495,Panzani Mayonnaise 1kg,Grocery (Dry),1,3.16,3.16
TXN-20230233,2023-10-11,34042625132,Nivea Shampoing 250ml,Hygiene,2,7.74,15.48
TXN-20230233,2023-10-11,32261700764,Nivea Dentifrice 250ml,Hygiene,1,6.96,6.96
TXN-20230234,2023-10-11,31769581323,Origine France Tomates 1kg,Fresh Produce,2,2.1,4.2
TXN-20230234,2023-10-11,36217282336,Bonduelle Riz Basmati 1kg,Grocery (Dry),2,5.52,11.04
TXN-20230234,2023-10-11,31189859348,Pasquier Croissants x6,Bakery,1,3.09,3.09
TXN-20230234,2023-10-11,35791755854,Oasis Eau Minérale Canette 33cl,Beverages,2,7.51,15.02
TXN-20230234,2023-10-11,32508609860,Danone Crème Fraîche 250g,Dairy,1,3.33,3.33
TXN-20230234,2023-10-11,36870972996,L'Oréal Shampoing Lot x2,Hygiene,2,4.43,8.86
TXN-20230234,2023-10-11,34403680634,Yoplait Lait Demi-Ecrémé 250g,Dairy,6,2.52,15.12
TXN-20230234,2023-10-11,39817383852,Pasquier Pain de Mie x10,Bakery,1,3.05,3.05
TXN-20230234,2023-10-11,33122857919,Cristaline Bière Blonde 1.5L,Beverages,1,4.73,4.73
TXN-20230234,2023-10-11,34528139524,Danone Crème Fraîche 1L,Dairy,1,3.25,3.25
TXN-20230235,2023-10-16,35924105208,Carrefour Bio Fromage Blanc 250g,Dairy,1,4.45,4.45
TXN-20230235,2023-10-16,39179119979,Origine Espagne Courgettes 1kg,Fresh Produce,1,3.29,3.29
TXN-20230235,2023-10-16,38145615113,Harrys Pain de Mie Complet,Bakery,4,3.29,13.16
TXN-20230235,2023-10-16,36700048580,Dove Savon Liquide 400ml,Hygiene,1,4.43,4.43
TXN-20230235,2023-10-16,38898511155,L'Oréal Déodorant Bio,Hygiene,2,5.04,10.08
TXN-20230235,2023-10-16,32243029614,Origine France Salade 500g,Fresh Produce,1,2.4,2.4
TXN-20230235,2023-10-16,34371503943,Pasquier Pains au Chocolat Nature,Bakery,1,1.89,1.89
TXN-20230235,2023-10-16,34563520421,Cristaline Jus d'Orange Canette 33cl,Beverages,1,4.22,4.22
TXN-20230236,2023-11-06,38684567301,Bonduelle Moutarde Tube,Grocery (Dry),1,2.59,2.59
TXN-20230236,2023-11-06,34908614869,Origine France Bananes Vrac,Fresh Produce,1,4.35,4.35
TXN-20230236,2023-11-06,34757734320,Boulangerie Loc. Pains au Chocolat Complet,Bakery,1,1.92,1.92
TXN-20230236,2023-11-06,31622374270,Heineken Jus d'Orange Canette 33cl,Beverages,2,2.93,5.86
TXN-20230236,2023-11-06,34042777834,Boulangerie Loc. Croissants x10,Bakery,1,2.83,2.83
TXN-20230236,2023-11-06,31430613137,L'Oréal Savon Liquide 250ml,Hygiene,1,9.89,9.89
TXN-20230236,2023-11-06,38449472177,Cristaline Soda Pack 6x33cl,Beverages,1,3.91,3.91
TXN-20230236,2023-11-06,33628620487,Galbani Yaourt Nature x8,Dairy,1,3.45,3.45
TXN-20230236,2023-11-06,39856985459,Dove Dentifrice Bio,Hygiene,1,9.32,9.32
TXN-20230236,2023-11-06,33102103048,Coca Cola Jus d'Orange 1L,Beverages,1,1.04,1.04
TXN-20230237,2023-11-06,39401067751,Origine Espagne Tomates 500g,Fresh Produce,1,3.07,3.07
TXN-20230237,2023-11-06,39832404367,Colgate Savon Liquide Bio,Hygiene,2,4.32,8.64
TXN-20230237,2023-11-06,39619260142,Le Petit Marseillais Dentifrice 400ml,Hygiene,1,5.21,5.21
TXN-20230237,2023-11-06,37450140191,Galbani Mozzarella x4,Dairy,1,1.9,1.9
TXN-20230237,2023-11-06,36700048580,Dove Savon Liquide 400ml,Hygiene,1,4.43,4.43
TXN-20230237,2023-11-06,31703869319,Priméale Pommes Vrac,Fresh Produce,1,3.26,3.26
TXN-20230237,2023-11-06,38004153625,Le Petit Marseillais Shampoing Bio,Hygiene,6,4.28,25.68
TXN-20230237,2023-11-06,32582306556,Origine Espagne Tomates Vrac,Fresh Produce,1,3.02,3.02
TXN-20230237,2023-11-06,33544140865,Dove Dentifrice 400ml,Hygiene,1,5.54,5.54
TXN-20230237,2023-11-06,32857887394,Priméale Tomates Sachet,Fresh Produce,1,4.13,4.13
TXN-20230237,2023-11-06,39796590038,Carrefour Bio Lait Demi-Ecrémé 250g,Dairy,1,4.03,4.03
TXN-20230237,2023-11-06,31449021496,Colgate Savon Liquide Lot x2,Hygiene,2,6.03,12.06
TXN-20230237,2023-11-06,33241461487,Boulangerie Loc. Pain de Mie x10,Bakery,1,3.36,3.36
TXN-20230238,2023-10-15,35258923440,Tropicana Soda 1.5L,Beverages,2,0.77,1.54
TXN-20230238,2023-10-15,31925841112,Colgate Dentifrice 400ml,Hygiene,1,2.94,2.94
TXN-20230238,2023-10-15,35258923440,Tropicana Soda 1.5L,Beverages,1,0.77,0.77
TXN-20230238,2023-10-15,37265210865,Priméale Tomates Sachet,Fresh Produce,1,2.41,2.41
TXN-20230238,2023-10-15,31465545262,Président Mozzarella 500g,Dairy,2,1.58,3.16
TXN-20230238,2023-10-15,35439639777,La Boulangère Baguette Complet,Bakery,4,1.98,7.92
TXN-20230238,2023-10-15,37180617493,Origine France Bananes 500g,Fresh Produce,1,3.81,3.81
TXN-20230238,2023-10-15,36004118941,Carrefour Bio Tomates Vrac,Fresh Produce,6,4.26,25.56
TXN-20230238,2023-10-15,36427606400,Nutella Moutarde Bocal,Grocery (Dry),1,5.15,5.15
TXN-20230238,2023-10-15,32424754730,L'Oréal Savon Liquide Lot x2,Hygiene,2,8.64,17.28
TXN-20230238,2023-10-15,34528139524,Danone Crème Fraîche 1L,Dairy,1,3.25,3.25
TXN-20230238,2023-10-15,34209102886,Boulangerie Loc. Brioche Tranchée Nature,Bakery,1,3.01,3.01
TXN-20230238,2023-10-15,32705569110,Origine France Carottes 500g,Fresh Produce,1,1.79,1.79
TXN-20230238,2023-10-15,35791755854,Oasis Eau Minérale Canette 33cl,Beverages,1,7.51,7.51
TXN-20230238,2023-10-15,39072671758,Cristaline Eau Minérale Canette 33cl,Beverages,1,4.16,4.16
TXN-20230238,2023-10-15,35312896102,Bonduelle Pâtes Tube,Grocery (Dry),1,3.74,3.74
TXN-20230238,2023-10-15,36292273786,Nivea Gel Douche 250ml,Hygiene,1,3.91,3.91
TXN-20230239,2023-11-12,38449472177,Cristaline Soda Pack 6x33cl,Beverages,1,3.91,3.91
TXN-20230239,2023-11-12,39072671758,Cristaline Eau Minérale Canette 33cl,Beverages,1,4.16,4.16
TXN-20230239,2023-11-12,36760326753,Origine Espagne Pommes Vrac,Fresh Produce,1,1.89,1.89
TXN-20230239,2023-11-12,34267983448,Boulangerie Loc. Brioche Tranchée x6,Bakery,1,3.02,3.02
TXN-20230239,2023-11-12,34978309897,Origine Espagne Carottes 500g,Fresh Produce,1,1.77,1.77
TXN-20230239,2023-11-12,35518507391,Carrefour Bio Mozzarella 250g,Dairy,1,4.38,4.38
TXN-20230239,2023-11-12,31605578122,Galbani Fromage Blanc 1L,Dairy,1,2.23,2.23
TXN-20230239,2023-11-12,32832204802,Maille Pâtes Bocal,Grocery (Dry),2,1.18,2.36
TXN-20230239,2023-11-12,34285879451,Carrefour Bio Crème Fraîche 250g,Dairy,2,4.21,8.42
TXN-20230239,2023-11-12,39072671758,Cristaline Eau Minérale Canette 33cl,Beverages,1,4.16,4.16
TXN-20230240,2023-10-31,34072795089,L'Oréal Dentifrice 250ml,Hygiene,1,5.41,5.41
TXN-20230240,2023-10-31,39825019371,Nivea Savon Liquide 400ml,Hygiene,1,9.3,9.3
TXN-20230240,2023-10-31,33926817704,La Boulangère Pain de Mie Nature,Bakery,6,3.44,20.64
TXN-20230240,2023-10-31,31388604240,Colgate Gel Douche 250ml,Hygiene,3,7.22,21.66
TXN-20230241,2023-10-04,37844707917,Bonduelle Sauce Tomate Bocal,Grocery (Dry),1,2.65,2.65
TXN-20230241,2023-10-04,39017325417,Danone Yaourt Nature 500g,Dairy,1,3.86,3.86
TXN-20230241,2023-10-04,39843351936,Tropicana Jus d'Orange Pack 6x33cl,Beverages,3,0.98,2.94
TXN-20230241,2023-10-04,39687084645,Amora Sauce Tomate Tube,Grocery (Dry),2,2.85,5.7
TXN-20230241,2023-10-04,33186530638,Galbani Mozzarella x8,Dairy,3,2.83,8.49
TXN-20230241,2023-10-04,32857887394,Priméale Tomates Sachet,Fresh Produce,2,4.13,8.26
TXN-20230241,2023-10-04,35791755854,Oasis Eau Minérale Canette 33cl,Beverages,1,7.51,7.51
TXN-20230241,2023-10-04,37869333328,Signal Dentifrice Lot x2,Hygiene,1,6.38,6.38
TXN-20230241,2023-10-04,32064021357,Oasis Jus d'Orange 1.5L,Beverages,1,2.63,2.63
TXN-20230241,2023-10-04,32391783229,Colgate Savon Liquide Lot x2,Hygiene,2,6.55,13.1
TXN-20230241,2023-10-04,33342585791,Origine Espagne Salade 1kg,Fresh Produce,2,3.39,6.78
TXN-20230241,2023-10-04,35607063393,Barilla Sauce Tomate 500g,Grocery (Dry),1,4.75,4.75
TXN-20230241,2023-10-04,31925841112,Colgate Dentifrice 400ml,Hygiene,2,2.94,5.88
TXN-20230241,2023-10-04,34757734320,Boulangerie Loc. Pains au Chocolat Complet,Bakery,1,1.92,1.92
TXN-20230241,2023-10-04,36378322019,Evian Bière Blonde 1L,Beverages,1,1.12,1.12
TXN-20230242,2023-10-08,38707594619,Oasis Eau Minérale 1L,Beverages,1,5.76,5.76
TXN-20230242,2023-10-08,34042625132,Nivea Shampoing 250ml,Hygiene,2,7.74,15.48
TXN-20230242,2023-10-08,36056100490,Priméale Tomates Sachet,Fresh Produce,2,1.3,2.6
TXN-20230242,2023-10-08,38234795411,Bonduelle Riz Basmati 500g,Grocery (Dry),1,1.25,1.25
TXN-20230242,2023-10-08,32110788546,L'Oréal Déodorant Lot x2,Hygiene,3,9.26,27.78
TXN-20230242,2023-10-08,32463769334,Heineken Thé Glacé 1L,Beverages,2,4.35,8.7
TXN-20230242,2023-10-08,39825019371,Nivea Savon Liquide 400ml,Hygiene,1,9.3,9.3
TXN-20230242,2023-10-08,38345722340,Panzani Haricots Verts Bocal,Grocery (Dry),1,4.42,4.42
TXN-20230242,2023-10-08,33628620487,Galbani Yaourt Nature x8,Dairy,1,3.45,3.45
TXN-20230242,2023-10-08,38181252841,Volvic Jus d'Orange Pack 6x33cl,Beverages,1,6.86,6.86
TXN-20230242,2023-10-08,35782835311,L'Oréal Dentifrice 250ml,Hygiene,3,2.93,8.79
TXN-20230242,2023-10-08,36417767080,Origine France Courgettes Vrac,Fresh Produce,1,1.49,1.49
TXN-20230242,2023-10-08,39788640918,Carrefour Bio Fromage Blanc 250g,Dairy,1,4.19,4.19
TXN-20230243,2023-10-06,36202727839,Colgate Savon Liquide Lot x2,Hygiene,1,5.65,5.65
TXN-20230243,2023-10-06,33845959382,Le Petit Marseillais Dentifrice Lot x2,Hygiene,1,7.95,7.95
TXN-20230243,2023-10-06,31769581323,Origine France Tomates 1kg,Fresh Produce,1,2.1,2.1
TXN-20230243,2023-10-06,39681016344,Amora Sauce Tomate 500g,Grocery (Dry),1,2.75,2.75
TXN-20230243,2023-10-06,31449021496,Colgate Savon Liquide Lot x2,Hygiene,4,6.03,24.12
TXN-20230243,2023-10-06,37497827117,Cristaline Eau Minérale 1.5L,Beverages,1,1.0,1.0
TXN-20230243,2023-10-06,34989033428,Yoplait Crème Fraîche 500g,Dairy,1,2.06,2.06
TXN-20230243,2023-10-06,34285879451,Carrefour Bio Crème Fraîche 250g,Dairy,2,4.21,8.42
TXN-20230243,2023-10-06,39052705187,Pasquier Baguette 500g,Bakery,1,2.43,2.43
TXN-20230243,2023-10-06,39341128173,Carrefour Bio Tomates Sachet,Fresh Produce,1,4.75,4.75
TXN-20230244,2023-11-06,36071655820,Nivea Shampoing Lot x2,Hygiene,1,8.88,8.88
TXN-20230245,2023-11-14,35391754402,Nutella Moutarde 500g,Grocery (Dry),1,4.89,4.89
TXN-20230245,2023-11-14,37869333328,Signal Dentifrice Lot x2,Hygiene,1,6.38,6.38
TXN-20230245,2023-11-14,37181334783,La Boulangère Pain de Mie x10,Bakery,1,2.85,2.85
TXN-20230245,2023-11-14,35056842032,Lustucru Sauce Tomate 1kg,Grocery (Dry),1,5.95,5.95
TXN-20230245,2023-11-14,33524180650,Danone Yaourt Nature 500g,Dairy,2,3.8,7.6
TXN-20230246,2023-10-24,33176292893,Panzani Haricots Verts Tube,Grocery (Dry),1,4.61,4.61
TXN-20230246,2023-10-24,34341658676,Harrys Croissants x6,Bakery,1,2.1,2.1
TXN-20230246,2023-10-24,33241461487,Boulangerie Loc. Pain de Mie x10,Bakery,1,3.36,3.36
TXN-20230246,2023-10-24,36977853668,Dove Savon Liquide Lot x2,Hygiene,1,8.79,8.79
TXN-20230246,2023-10-24,35791755854,Oasis Eau Minérale Canette 33cl,Beverages,1,7.51,7.51
TXN-20230246,2023-10-24,34722553343,Priméale Tomates 500g,Fresh Produce,1,4.22,4.22
TXN-20230246,2023-10-24,34285879451,Carrefour Bio Crème Fraîche 250g,Dairy,2,4.21,8.42
TXN-20230246,2023-10-24,33762378716,Harrys Croissants 500g,Bakery,1,3.34,3.34
TXN-20230246,2023-10-24,35654032531,Origine Espagne Pommes 500g,Fresh Produce,1,2.11,2.11
TXN-20230246,2023-10-24,31679748175,Bonduelle Riz Basmati 500g,Grocery (Dry),2,1.63,3.26
TXN-20230246,2023-10-24,38949226896,Heineken Bière Blonde 1L,Beverages,1,7.45,7.45
TXN-20230246,2023-10-24,39631236682,Lustucru Haricots Verts 500g,Grocery (Dry),1,1.54,1.54
TXN-20230246,2023-10-24,35155937453,Oasis Jus d'Orange Pack 6x33cl,Beverages,1,1.61,1.61
TXN-20230246,2023-10-24,36427606400,Nutella Moutarde Bocal,Grocery (Dry),1,5.15,5.15
TXN-20230246,2023-10-24,38145615113,Harrys Pain de Mie Complet,Bakery,2,3.29,6.58
TXN-20230246,2023-10-24,34267983448,Boulangerie Loc. Brioche Tranchée x6,Bakery,2,3.02,6.04
TXN-20230247,2023-10-18,37844707917,Bonduelle Sauce Tomate Bocal,Grocery (Dry),1,2.65,2.65
TXN-20230247,2023-10-18,37128743207,Origine France Pommes 1kg,Fresh Produce,1,4.44,4.44
TXN-20230247,2023-10-18,38290883573,Amora Riz Basmati Bocal,Grocery (Dry),1,3.28,3.28
TXN-20230247,2023-10-18,39843351936,Tropicana Jus d'Orange Pack 6x33cl,Beverages,1,0.98,0.98
TXN-20230247,2023-10-18,34133700441,Lustucru Moutarde 1kg,Grocery (Dry),2,5.55,11.1
TXN-20230247,2023-10-18,31897570663,Signal Shampoing Lot x2,Hygiene,1,7.41,7.41
TXN-20230247,2023-10-18,33926817704,La Boulangère Pain de Mie Nature,Bakery,1,3.44,3.44
TXN-20230247,2023-10-18,33544140865,Dove Dentifrice 400ml,Hygiene,1,5.54,5.54
TXN-20230248,2023-10-14,39152663033,L'Oréal Gel Douche Lot x2,Hygiene,3,7.59,22.77
TXN-20230248,2023-10-14,36392409038,Harrys Brioche Tranchée 500g,Bakery,1,3.26,3.26
TXN-20230248,2023-10-14,31701252797,Le Petit Marseillais Gel Douche 250ml,Hygiene,2,9.74,19.48
TXN-20230249,2023-11-07,31924723425,Colgate Savon Liquide 250ml,Hygiene,1,6.81,6.81
TXN-20230249,2023-11-07,31416509491,Origine Espagne Bananes 1kg,Fresh Produce,1,4.65,4.65
TXN-20230249,2023-11-07,35257617625,Panzani Pâtes 500g,Grocery (Dry),1,4.71,4.71
TXN-20230249,2023-11-07,32064021357,Oasis Jus d'Orange 1.5L,Beverages,1,2.63,2.63
TXN-20230249,2023-11-07,36107570150,Harrys Brioche Tranchée 500g,Bakery,1,1.71,1.71
TXN-20230249,2023-11-07,31897570663,Signal Shampoing Lot x2,Hygiene,2,7.41,14.82
TXN-20230249,2023-11-07,34989033428,Yoplait Crème Fraîche 500g,Dairy,2,2.06,4.12
TXN-20230249,2023-11-07,39080168818,Galbani Crème Fraîche x8,Dairy,1,1.66,1.66
TXN-20230249,2023-11-07,31765944017,Panzani Sauce Tomate Tube,Grocery (Dry),1,5.51,5.51
TXN-20230249,2023-11-07,31072475072,Galbani Lait Demi-Ecrémé x4,Dairy,1,3.07,3.07
TXN-20230249,2023-11-07,34072795089,L'Oréal Dentifrice 250ml,Hygiene,2,5.41,10.82
TXN-20230249,2023-11-07,33908627960,Boulangerie Loc. Baguette Nature,Bakery,1,3.04,3.04
TXN-20230249,2023-11-07,38555610190,Pasquier Brioche Tranchée Complet,Bakery,2,2.53,5.06
TXN-20230249,2023-11-07,34267983448,Boulangerie Loc. Brioche Tranchée x6,Bakery,1,3.02,3.02
TXN-20230249,2023-11-07,31217677892,Nutella Moutarde 1kg,Grocery (Dry),1,2.86,2.86
TXN-20230249,2023-11-07,33518666683,Yoplait Fromage Blanc x8,Dairy,1,2.05,2.05
TXN-20230250,2023-10-07,31937159234,Le Petit Marseillais Savon Liquide Lot x2,Hygiene,2,7.47,14.94
TXN-20230250,2023-10-07,39100274135,L'Oréal Shampoing 400ml,Hygiene,1,3.15,3.15
TXN-20230250,2023-10-07,38953709578,Nutella Sauce Tomate Tube,Grocery (Dry),6,5.93,35.58
TXN-20230250,2023-10-07,34435610143,Harrys Baguette x10,Bakery,2,2.81,5.62
TXN-20230250,2023-10-07,32012637603,Boulangerie Loc. Croissants Complet,Bakery,1,2.1,2.1
TXN-20230250,2023-10-07,34362058688,Bonduelle Sauce Tomate 1kg,Grocery (Dry),1,1.35,1.35
TXN-20230250,2023-10-07,31842183810,Signal Déodorant 250ml,Hygiene,1,5.8,5.8
TXN-20230250,2023-10-07,34285879451,Carrefour Bio Crème Fraîche 250g,Dairy,1,4.21,4.21
TXN-20230250,2023-10-07,36012005258,Origine France Tomates 500g,Fresh Produce,1,1.61,1.61
TXN-20230250,2023-10-07,37021592770,Volvic Eau Minérale Pack 6x33cl,Beverages,2,3.44,6.88
TXN-20230251,2023-10-11,35740348248,Harrys Pain de Mie x10,Bakery,1,2.73,2.73
TXN-20230251,2023-10-11,33122857919,Cristaline Bière Blonde 1.5L,Beverages,1,4.73,4.73
TXN-20230251,2023-10-11,31729261985,Boulangerie Loc. Brioche Tranchée x10,Bakery,3,2.19,6.57
TXN-20230251,2023-10-11,38308791119,Maille Moutarde Tube,Grocery (Dry),2,3.2,6.4
TXN-20230251,2023-10-11,39687084645,Amora Sauce Tomate Tube,Grocery (Dry),1,2.85,2.85
TXN-20230251,2023-10-11,32969116707,Harrys Pains au Chocolat x10,Bakery,1,3.52,3.52
TXN-20230251,2023-10-11,33186530638,Galbani Mozzarella x8,Dairy,2,2.83,5.66
TXN-20230252,2023-10-15,37479065536,Maille Pâtes 500g,Grocery (Dry),3,5.85,17.55
TXN-20230252,2023-10-15,38476548375,Yoplait Yaourt Nature 250g,Dairy,1,1.92,1.92
TXN-20230252,2023-10-15,36338992958,Origine France Bananes Sachet,Fresh Produce,1,3.12,3.12
TXN-20230252,2023-10-15,33510102708,Priméale Courgettes 1kg,Fresh Produce,1,1.91,1.91
TXN-20230252,2023-10-15,38756683532,Pasquier Pain de Mie 500g,Bakery,1,2.98,2.98
TXN-20230252,2023-10-15,39014022014,Dove Dentifrice Bio,Hygiene,1,4.6,4.6
TXN-20230252,2023-10-15,32521703485,Cristaline Thé Glacé 1L,Beverages,2,7.8,15.6
TXN-20230252,2023-10-15,33138310847,Origine France Courgettes Vrac,Fresh Produce,1,3.4,3.4
TXN-20230252,2023-10-15,35657440275,Carrefour Bio Tomates 1kg,Fresh Produce,1,4.7,4.7
TXN-20230252,2023-10-15,38865275038,Boulangerie Loc. Brioche Tranchée 500g,Bakery,1,1.96,1.96
TXN-20230252,2023-10-15,35257617625,Panzani Pâtes 500g,Grocery (Dry),2,4.71,9.42
TXN-20230252,2023-10-15,34816618234,Carrefour Bio Yaourt Nature 250g,Dairy,1,3.82,3.82
TXN-20230252,2023-10-15,36097901750,Maille Mayonnaise 500g,Grocery (Dry),2,2.25,4.5
TXN-20230252,2023-10-15,37790446042,Carrefour Bio Crème Fraîche x4,Dairy,1,3.72,3.72
TXN-20230252,2023-10-15,37397106609,Origine Espagne Salade 500g,Fresh Produce,1,1.98,1.98
TXN-20230253,2023-10-05,36940587890,Carrefour Bio Lait Demi-Ecrémé 500g,Dairy,1,3.02,3.02
TXN-20230253,2023-10-05,31765944017,Panzani Sauce Tomate Tube,Grocery (Dry),1,5.51,5.51
TXN-20230253,2023-10-05,31963633350,Harrys Brioche Tranchée 500g,Bakery,1,2.14,2.14
TXN-20230253,2023-10-05,38886691421,Nivea Dentifrice Lot x2,Hygiene,1,6.04,6.04
TXN-20230253,2023-10-05,35926031463,Amora Mayonnaise 1kg,Grocery (Dry),2,1.66,3.32
TXN-20230253,2023-10-05,36161871191,Cristaline Jus d'Orange Canette 33cl,Beverages,2,6.08,12.16
TXN-20230253,2023-10-05,36303633612,Carrefour Bio Carottes Vrac,Fresh Produce,1,2.62,2.62
TXN-20230253,2023-10-05,36700048580,Dove Savon Liquide 400ml,Hygiene,2,4.43,8.86
TXN-20230253,2023-10-05,36835516046,Priméale Carottes 500g,Fresh Produce,1,2.25,2.25
TXN-20230253,2023-10-05,39381867174,Maille Mayonnaise Bocal,Grocery (Dry),1,4.61,4.61
TXN-20230253,2023-10-05,38622518434,L'Oréal Dentifrice Lot x2,Hygiene,1,5.51,5.51
TXN-20230253,2023-10-05,37241624287,Origine Espagne Salade Sachet,Fresh Produce,1,2.65,2.65
TXN-20230253,2023-10-05,33535791174,Elle & Vire Crème Fraîche x4,Dairy,1,2.44,2.44
TXN-20230253,2023-10-05,32773785009,Volvic Thé Glacé Canette 33cl,Beverages,1,5.47,5.47
TXN-20230254,2023-10-08,33620272253,Président Fromage Blanc 1L,Dairy,2,1.76,3.52
TXN-20230254,2023-10-08,35691959659,Le Petit Marseillais Savon Liquide Lot x2,Hygiene,1,3.32,3.32
TXN-20230254,2023-10-08,32869152070,Dove Gel Douche 250ml,Hygiene,1,7.78,7.78
TXN-20230254,2023-10-08,35355576656,Pasquier Baguette Nature,Bakery,1,1.88,1.88
TXN-20230254,2023-10-08,33257969137,Pasquier Pains au Chocolat x6,Bakery,1,1.99,1.99
TXN-20230254,2023-10-08,35263308276,La Boulangère Croissants 500g,Bakery,1,2.98,2.98
TXN-20230254,2023-10-08,37561320348,Carrefour Bio Yaourt Nature x4,Dairy,1,2.27,2.27
TXN-20230254,2023-10-08,35502652808,Panzani Haricots Verts Bocal,Grocery (Dry),2,1.15,2.3
TXN-20230254,2023-10-08,39341128173,Carrefour Bio Tomates Sachet,Fresh Produce,1,4.75,4.75
TXN-20230254,2023-10-08,31401748259,Colgate Savon Liquide Bio,Hygiene,1,8.82,8.82
TXN-20230254,2023-10-08,34519326019,Nivea Déodorant 250ml,Hygiene,1,4.75,4.75
TXN-20230254,2023-10-08,35518507391,Carrefour Bio Mozzarella 250g,Dairy,1,4.38,4.38
TXN-20230254,2023-10-08,37006309476,La Boulangère Pain de Mie Complet,Bakery,1,1.9,1.9
TXN-20230254,2023-10-08,34042777834,Boulangerie Loc. Croissants x10,Bakery,1,2.83,2.83
TXN-20230255,2023-10-18,32773610380,Priméale Carottes Sachet,Fresh Produce,1,4.58,4.58
TXN-20230255,2023-10-18,34816618234,Carrefour Bio Yaourt Nature 250g,Dairy,1,3.82,3.82
TXN-20230255,2023-10-18,38636527014,Lustucru Haricots Verts Tube,Grocery (Dry),1,0.93,0.93
TXN-20230255,2023-10-18,37909078695,Elle & Vire Lait Demi-Ecrémé 1L,Dairy,1,1.8,1.8
TXN-20230255,2023-10-18,36434255808,Volvic Bière Blonde Pack 6x33cl,Beverages,1,7.05,7.05
TXN-20230255,2023-10-18,35516572041,La Boulangère Baguette Nature,Bakery,1,1.24,1.24
TXN-20230255,2023-10-18,31469742821,Lustucru Mayonnaise 500g,Grocery (Dry),3,3.32,9.96
TXN-20230255,2023-10-18,36107570150,Harrys Brioche Tranchée 500g,Bakery,2,1.71,3.42
TXN-20230255,2023-10-18,37128743207,Origine France Pommes 1kg,Fresh Produce,1,4.44,4.44
TXN-20230256,2023-10-05,36927327212,Panzani Haricots Verts 500g,Grocery (Dry),1,4.39,4.39
TXN-20230256,2023-10-05,32773610380,Priméale Carottes Sachet,Fresh Produce,2,4.58,9.16
TXN-20230256,2023-10-05,35137048699,La Boulangère Croissants Nature,Bakery,1,3.15,3.15
TXN-20230256,2023-10-05,38898511155,L'Oréal Déodorant Bio,Hygiene,1,5.04,5.04
TXN-20230256,2023-10-05,37086887645,Priméale Tomates 1kg,Fresh Produce,1,2.9,2.9
